,Clan,Generation,Sire,Childer,Name,Link
76,City Gangrel,possibly 11th to 13th,,,Joseph Fischer,https://whitewolf.fandom.com/wiki/Joseph_Fischer
77,Gangrel,10th,,Rosa De Lorenzo (2022),Nico Fischer,https://whitewolf.fandom.com/wiki/Nico_Fischer
78,City Gangrel,possibly 9th or 10th,,,Synner G,https://whitewolf.fandom.com/wiki/Synner_G
79,Gangrel,11th,Wendy,,Thomas Gerhieren,https://whitewolf.fandom.com/wiki/Thomas_Gerhieren
80,Gangrel,10th,Unknown,,Ghost (Gangrel),https://whitewolf.fandom.com/wiki/Ghost_(Gangrel)
81,Gangrel,4th,Ennoia,,Gilgamesh (VTM),https://whitewolf.fandom.com/wiki/Gilgamesh_(VTM)
82,Gangrel,7th,Unknown,,Arthur Gonzales,https://whitewolf.fandom.com/wiki/Arthur_Gonzales
83,Gangrel,9th,Ramrod,,Jackie Goodman,https://whitewolf.fandom.com/wiki/Jackie_Goodman
84,Gangrel,9th,Rutold Bloodfist,,Gottfried,https://whitewolf.fandom.com/wiki/Gottfried
85,City Gangrel,"['8th (originally)', '7th (through diablerie)']",Marcus C. Andrews,"['Spider (1984)', 'Alex Camille (1988)']",Sébastien Goulet,https://whitewolf.fandom.com/wiki/S%C3%A9bastien_Goulet
86,Gangrel,unknown,,,Grandfather (Ferals),https://whitewolf.fandom.com/wiki/Grandfather_(Ferals)
87,Gangrel,6th,Unknown,Beowulf,Grendel,https://whitewolf.fandom.com/wiki/Grendel
88,Gangrel,12 (Speculation),,,Anastasia Grey,https://whitewolf.fandom.com/wiki/Anastasia_Grey
89,Gangrel,Unknown,,,Griga,https://whitewolf.fandom.com/wiki/Griga
90,Gangrel,5th,Unknown,Likely several,Gwyedd,https://whitewolf.fandom.com/wiki/Gwyedd
91,Gangrel,7th,,Arthur Halesworth (1843),Haedde,https://whitewolf.fandom.com/wiki/Haedde
92,Gangrel,8th,The Hilton Pack,,Max Hagen,https://whitewolf.fandom.com/wiki/Max_Hagen
93,Gangrel,8th,Haedde,,Arthur Halesworth,https://whitewolf.fandom.com/wiki/Arthur_Halesworth
94,Gangrel,unknown,,Unnamed Childe,Jack Hanson,https://whitewolf.fandom.com/wiki/Jack_Hanson
95,Gangrel,unknown,,,Hauberk,https://whitewolf.fandom.com/wiki/Hauberk
96,Gangrel,8th,Doyle Fincher,,Rosa Hernandez,https://whitewolf.fandom.com/wiki/Rosa_Hernandez
97,Gangrel,8th,Ádísa,,Hidalgo (Gangrel),https://whitewolf.fandom.com/wiki/Hidalgo_(Gangrel)
98,Gangrel,10th,Mark Decker,,Derek Hillen,https://whitewolf.fandom.com/wiki/Derek_Hillen
99,Gangrel,9th,Anthius,,Mariangel Huerta,https://whitewolf.fandom.com/wiki/Mariangel_Huerta
100,Gangrel,4th,Ennoia,Many unnamed,Hukros,https://whitewolf.fandom.com/wiki/Hukros
101,Gangrel,5th,Rufus,Thomas,Ikkenai,https://whitewolf.fandom.com/wiki/Ikkenai
102,Gangrel,8th,unknown,Simon Lollen,Illana,https://whitewolf.fandom.com/wiki/Illana
103,Gangrel,possibly 11th to 13th,,,Indira,https://whitewolf.fandom.com/wiki/Indira
104,Gangrel (possibly Akunanse),6th,The Egyptian,Doyle Fincher (1889),Inyanga,https://whitewolf.fandom.com/wiki/Inyanga
105,Gangrel,8th,,Liolya (1210 CE),Irene,https://whitewolf.fandom.com/wiki/Irene
106,Gangrel,9th,Ivar,,Eyolf Ivarsson,https://whitewolf.fandom.com/wiki/Eyolf_Ivarsson
107,Gangrel,5th (through diablerie),"Jalan has never spoken of him (her, it, them) and none dare ask",,Jalan-Aajav,https://whitewolf.fandom.com/wiki/Jalan-Aajav
108,Gangrel,6th,Chinkhai the Fierce,,Jelme the Damned,https://whitewolf.fandom.com/wiki/Jelme_the_Damned
109,Gangrel (presumed),,,,Jenny (Gangrel),https://whitewolf.fandom.com/wiki/Jenny_(Gangrel)
110,Gangrel,11th,Kristof Oldenbourg,['Tamika'],Jezebelle,https://whitewolf.fandom.com/wiki/Jezebelle
111,Gangrel,unknown,,,Jhunakhai,https://whitewolf.fandom.com/wiki/Jhunakhai
112,Gangrel,possibly 11th to 13th,,,Joaquin de Cadiz,https://whitewolf.fandom.com/wiki/Joaquin_de_Cadiz
113,Gangrel,7th,Arnulf,,Jolanta,https://whitewolf.fandom.com/wiki/Jolanta
114,Gangrel,,,,Lettow Kaminsky,https://whitewolf.fandom.com/wiki/Lettow_Kaminsky
115,Gangrel,5th (through diablerie),unknown,,Karsh,https://whitewolf.fandom.com/wiki/Karsh
116,Gangrel,7th,,Anthius (1872),Keegan,https://whitewolf.fandom.com/wiki/Keegan
117,Gangrel,11th,Lord Ashton,,Raoul King,https://whitewolf.fandom.com/wiki/Raoul_King
118,Gangrel,8th,Tyrus,,Lester Knife,https://whitewolf.fandom.com/wiki/Lester_Knife
119,Gangrel,,Yuma McKenzie,,Aren Konway,https://whitewolf.fandom.com/wiki/Aren_Konway
120,Gangrel,,Marpessa,,Kossos,https://whitewolf.fandom.com/wiki/Kossos
121,Gangrel,4th,Ennoia,Shabaqo,Kurru,https://whitewolf.fandom.com/wiki/Kurru
122,Country Gangrel,9th,Frère Marc,,Célèste Lamontagne,https://whitewolf.fandom.com/wiki/C%C3%A9l%C3%A8ste_Lamontagne
123,Gangrel,11th,,The Courier (player dependent),Lampago,https://whitewolf.fandom.com/wiki/Lampago
124,Gangrel,unknown,,,Klaudia Lange,https://whitewolf.fandom.com/wiki/Klaudia_Lange
125,Gangrel,6th,,Edwin,Geoffrey Leigh,https://whitewolf.fandom.com/wiki/Geoffrey_Leigh
126,Gangrel Ghoul,,Ramrod,,Max Lewandowski,https://whitewolf.fandom.com/wiki/Max_Lewandowski
127,Gangrel,9th,Ramrod,,Nadine Lewandowski,https://whitewolf.fandom.com/wiki/Nadine_Lewandowski
128,Gangrel,10th,Unknown,,Lil' Fang,https://whitewolf.fandom.com/wiki/Lil%27_Fang
129,Gangrel,12th,Adam Carter,,Lillian (Gangrel),https://whitewolf.fandom.com/wiki/Lillian_(Gangrel)
130,Gangrel,9th,Irene,,Liolya,https://whitewolf.fandom.com/wiki/Liolya
131,Gangrel,9th,Illana,,Simon Lollen,https://whitewolf.fandom.com/wiki/Simon_Lollen
132,Gangrel,unknown,,,Gail Lovett,https://whitewolf.fandom.com/wiki/Gail_Lovett
133,City Gangrel (antitribu),12th,Mallory Jameson,,Max Lowell,https://whitewolf.fandom.com/wiki/Max_Lowell
134,Gangrel,unknown,,,Luchenko,https://whitewolf.fandom.com/wiki/Luchenko
135,Gangrel,8th,Unknown,Mark Decker,Lucian (Gangrel),https://whitewolf.fandom.com/wiki/Lucian_(Gangrel)
136,Gangrel,6th,,Aethelwulf (516 CE),Caius Tadius Lupus,https://whitewolf.fandom.com/wiki/Caius_Tadius_Lupus
137,Gangrel,8th,,Dieter Straub,Daryl Lutz,https://whitewolf.fandom.com/wiki/Daryl_Lutz
138,Gangrel,10th,Lars Thorwald,,Ma'ia,https://whitewolf.fandom.com/wiki/Ma%27ia
139,Gangrel,11th,Atlacoya,,Duncan MacTavish,https://whitewolf.fandom.com/wiki/Duncan_MacTavish
140,Gangrel,Unknown,,,Maharbaal,https://whitewolf.fandom.com/wiki/Maharbaal
141,Gangrel,13th,Dietric,,Malcolm (Gangrel),https://whitewolf.fandom.com/wiki/Malcolm_(Gangrel)
142,Gangrel,Likely 12th or 13th,Unknown,,Reyes Malcolm,https://whitewolf.fandom.com/wiki/Reyes_Malcolm
143,Gangrel,6th,,Sabela (712),Mara (Gangrel),https://whitewolf.fandom.com/wiki/Mara_(Gangrel)
144,Gangrel antitribu,8th,Unknown,Célèste Lamontagne,Frère Marc,https://whitewolf.fandom.com/wiki/Fr%C3%A8re_Marc
145,Gangrel,unknown,,,Marcos (Gangrel),https://whitewolf.fandom.com/wiki/Marcos_(Gangrel)
146,Gangrel,5th,unknown,Many unnamed,Mardan,https://whitewolf.fandom.com/wiki/Mardan
147,Gangrel antitribu,possibly 9th or 10th,,,Styles Margs,https://whitewolf.fandom.com/wiki/Styles_Margs
148,Gangrel,8th,Beckett,,Marie (Gangrel),https://whitewolf.fandom.com/wiki/Marie_(Gangrel)
149,Gangrel,possibly 8th or 9th,,,Massimiliano,https://whitewolf.fandom.com/wiki/Massimiliano
150,Gangrel,Possibly 4th,Possibly Ennoia,Multiple unnamed,Matasuntha (VTM),https://whitewolf.fandom.com/wiki/Matasuntha_(VTM)
151,Gangrel,,,,Lina Meier,https://whitewolf.fandom.com/wiki/Lina_Meier
152,Gangrel,10th,Richard Dahl,,Melissa (VTM),https://whitewolf.fandom.com/wiki/Melissa_(VTM)
153,Gangrel,10th,Mark Decker,,Honor Mercer,https://whitewolf.fandom.com/wiki/Honor_Mercer
154,Gangrel,"['5th (originally)', '4th (through diablerie)']",The Slumbering Giant,"['few or several', 'Mictlan (Possibly)']",Mictlantecuhtli (VTM),https://whitewolf.fandom.com/wiki/Mictlantecuhtli_(VTM)
155,Gangrel antitribu,possibly 4th to 6th,,,Mimir,https://whitewolf.fandom.com/wiki/Mimir
156,Gangrel,7th,Arnulf,Wulfar,Mitru,https://whitewolf.fandom.com/wiki/Mitru
157,Gangrel,unknown,Skinner,,Monica (Gangrel),https://whitewolf.fandom.com/wiki/Monica_(Gangrel)
0,Gangrel,9th,Unknown,,Summer Moon,https://whitewolf.fandom.com/wiki/Summer_Moon
1,Gangrel,,,,Antoni Morawski,https://whitewolf.fandom.com/wiki/Antoni_Morawski
2,Gangrel,7th,Rhun of Tintagel,,Art Morgan,https://whitewolf.fandom.com/wiki/Art_Morgan
3,Gangrel,7th,Arnulf,,Morrow the Sage,https://whitewolf.fandom.com/wiki/Morrow_the_Sage
4,"['Ahrimanes', 'Gangrel antitribu (originally)']",9th,Hidalgo,,Muricia,https://whitewolf.fandom.com/wiki/Muricia
5,Gangrel,unknown,,,Nix (Gangrel),https://whitewolf.fandom.com/wiki/Nix_(Gangrel)
6,Gangrel,possibly 9th or 10th,,,Hanna Nokelainen,https://whitewolf.fandom.com/wiki/Hanna_Nokelainen
7,Gangrel,7 to 9th[1],,,Ragnar Nordstrom,https://whitewolf.fandom.com/wiki/Ragnar_Nordstrom
8,Gangrel,11th,Unknown,,Harry O'Brien,https://whitewolf.fandom.com/wiki/Harry_O%27Brien
9,Gangrel,6th,unknown,Aajav (c. 1225 CE),Oderic,https://whitewolf.fandom.com/wiki/Oderic
10,Gangrel,4th,Ennoia,[],"Odin, The All-High","https://whitewolf.fandom.com/wiki/Odin,_The_All-High"
11,Gangrel,10th,Mark Decker,Jezebelle (1923),Kristof Oldenbourg,https://whitewolf.fandom.com/wiki/Kristof_Oldenbourg
12,Gangrel,,,,Ottar,https://whitewolf.fandom.com/wiki/Ottar
13,Gangrel,5th,Unknown,Arnulf,Pard,https://whitewolf.fandom.com/wiki/Pard
14,Gangrel,8th,Tyrus,,Pascal,https://whitewolf.fandom.com/wiki/Pascal
15,Gangrel,possibly 9th or 10th,,,Kamile Paukstys,https://whitewolf.fandom.com/wiki/Kamile_Paukstys
16,Gangrel aquarii,unknown,Unknown,,Machete Paul,https://whitewolf.fandom.com/wiki/Machete_Paul
17,Gangrel,13th,Unknown Gangrel,Colleen Pendergrass,Mitch Pendergrass,https://whitewolf.fandom.com/wiki/Mitch_Pendergrass
18,Gangrel,,,,Percival of Ghent,https://whitewolf.fandom.com/wiki/Percival_of_Ghent
19,Gangrel,6th,Scendrak,,Milov Petrenkov,https://whitewolf.fandom.com/wiki/Milov_Petrenkov
20,Gangrel antitribu,8th,"""Unknown",,Janey Pickman,https://whitewolf.fandom.com/wiki/Janey_Pickman
21,Gangrel,12th,Joseph Fuller,,Tabitha Prester,https://whitewolf.fandom.com/wiki/Tabitha_Prester
22,Gangrel,11th,Lillian,,Robert Price,https://whitewolf.fandom.com/wiki/Robert_Price
23,Gangrel,"['8th (originally)', '4th (through diablerie)']",Aajav,,Qarakh,https://whitewolf.fandom.com/wiki/Qarakh
24,Gangrel,10th,,,R. J.,https://whitewolf.fandom.com/wiki/R._J.
25,Gangrel,8th,unknown,,Rachel (Gangrel),https://whitewolf.fandom.com/wiki/Rachel_(Gangrel)
26,Gangrel,11th,Tanner,Ellenore,Ramona,https://whitewolf.fandom.com/wiki/Ramona
27,Gangrel,,,,Rashid (Ferals),https://whitewolf.fandom.com/wiki/Rashid_(Ferals)
28,Gangrel,,,,Bernard (Gangrel),https://whitewolf.fandom.com/wiki/Bernard_(Gangrel)
29,Gangrel,,,"['Cash', 'Several others']",Stevie Ray,https://whitewolf.fandom.com/wiki/Stevie_Ray
30,Gangrel antitribu,8th,,,Harry Reese,https://whitewolf.fandom.com/wiki/Harry_Reese
31,Gangrel,9th,Custos,,René (Gangrel),https://whitewolf.fandom.com/wiki/Ren%C3%A9_(Gangrel)
32,Gangrel,8th,Angharad,,Rhiannon the Bard,https://whitewolf.fandom.com/wiki/Rhiannon_the_Bard
33,Gangrel,6th,,"['Art Morgan (550 CE)', 'Xaviar (1356)', 'Asin ya Dadav']",Rhun of Tintagel,https://whitewolf.fandom.com/wiki/Rhun_of_Tintagel
34,Gangrel,8th,Beowulf,,Roland,https://whitewolf.fandom.com/wiki/Roland
35,Gangrel,possibly 8th or 9th,,,Rowena,https://whitewolf.fandom.com/wiki/Rowena
36,Gangrel,,,,Rudi,https://whitewolf.fandom.com/wiki/Rudi
37,Gangrel,4th,Ennoia,"['Ikkenai (49 CE)', 'Many childer']",Rufus,https://whitewolf.fandom.com/wiki/Rufus
38,Gangrel,6th (perhaps by diablerie),,,Runi,https://whitewolf.fandom.com/wiki/Runi
39,Gangrel,7th,Mara,,Sabela,https://whitewolf.fandom.com/wiki/Sabela
40,Gangrel,11th,Unknown,,Saule,https://whitewolf.fandom.com/wiki/Saule
41,Gangrel,5th,,Milov Petrenkov (974 CE),Scendrak,https://whitewolf.fandom.com/wiki/Scendrak
42,[],unknown,Unknown,,Marvin Schellmann,https://whitewolf.fandom.com/wiki/Marvin_Schellmann
43,Gangrel,7th,Unknown,,Dredd Scott,https://whitewolf.fandom.com/wiki/Dredd_Scott
44,Gangrel,8th,Thomas Feroux,,Anna Sgorina,https://whitewolf.fandom.com/wiki/Anna_Sgorina
45,Gangrel,5th,Kurru,Numerous,Shabaqo,https://whitewolf.fandom.com/wiki/Shabaqo
46,Gangrel,6th,,Nadima al-Muqanna (1763),Abu Sham'al,https://whitewolf.fandom.com/wiki/Abu_Sham%27al
47,Gangrel,13th,Diligence,,Lewis Sheng,https://whitewolf.fandom.com/wiki/Lewis_Sheng
48,Gangrel,,,,Sighurd,https://whitewolf.fandom.com/wiki/Sighurd
49,Gangrel,10th,Vilmius,,Nathaniel Simmons,https://whitewolf.fandom.com/wiki/Nathaniel_Simmons
50,Gangrel,8th,Sir Charles Stromwell,,Bosche Singh,https://whitewolf.fandom.com/wiki/Bosche_Singh
51,Gangrel,unknown,,Monica,Skinner (Gangrel),https://whitewolf.fandom.com/wiki/Skinner_(Gangrel)
52,City Gangrel,7th,Nacy Tarr,,Soldat,https://whitewolf.fandom.com/wiki/Soldat
53,Gangrel,unknown,Unknown,,Southland Slasher,https://whitewolf.fandom.com/wiki/Southland_Slasher
54,City Gangrel,9th,Sébastien Goulet,,Spider,https://whitewolf.fandom.com/wiki/Spider
55,Gangrel,possibly 8th or 9th,,,Martina Srnankova,https://whitewolf.fandom.com/wiki/Martina_Srnankova
56,Gangrel,,,,Stanislava,https://whitewolf.fandom.com/wiki/Stanislava
57,Gangrel,8th,John Wind-Walker,,Belle Starr,https://whitewolf.fandom.com/wiki/Belle_Starr
58,Gangrel,8th (through diablerie),Daryl Lutz,,Dieter Straub,https://whitewolf.fandom.com/wiki/Dieter_Straub
59,Gangrel,12th,,Jesús Alcalá (1995),Hartmann Strauss,https://whitewolf.fandom.com/wiki/Hartmann_Strauss
60,Gangrel,7th,,Bosche Singh,Charles Stromwell,https://whitewolf.fandom.com/wiki/Charles_Stromwell
61,Gangrel,6th,,Tyrus (1635),Gareth Strong,https://whitewolf.fandom.com/wiki/Gareth_Strong
62,Gangrel antitribu,8th,unknown,,Alex Swift,https://whitewolf.fandom.com/wiki/Alex_Swift
63,Gangrel,10th,Unknown,Lori Swiftfoot,Leah Swiftfoot,https://whitewolf.fandom.com/wiki/Leah_Swiftfoot
64,Gangrel,11th,Leah Swiftfoot,,Lori Swiftfoot,https://whitewolf.fandom.com/wiki/Lori_Swiftfoot
65,Gangrel antitribu,unknown,Unknown,Probably,Talbot,https://whitewolf.fandom.com/wiki/Talbot
66,Gangrel,12th,Jezebelle,,Tamika,https://whitewolf.fandom.com/wiki/Tamika
67,Gangrel,10th,Horrock,Ramona,Tanner,https://whitewolf.fandom.com/wiki/Tanner
68,Gangrel,7th,,Aiste (1044),Tautginas,https://whitewolf.fandom.com/wiki/Tautginas
69,Gangrel,4th,Ennoia,Mictantecle,The Slumbering Giant,https://whitewolf.fandom.com/wiki/The_Slumbering_Giant
70,Gangrel,6th,Ikkenai,,Thomas (Gangrel),https://whitewolf.fandom.com/wiki/Thomas_(Gangrel)
71,Gangrel,9th,,Ma'ia (1959),Lars Thorwald,https://whitewolf.fandom.com/wiki/Lars_Thorwald
72,Gangrel,10th,Harnuth,,Tiberiu,https://whitewolf.fandom.com/wiki/Tiberiu
73,Country Gangrel,10th,,,Regina Troquay,https://whitewolf.fandom.com/wiki/Regina_Troquay
74,Gangrel,possibly 9th or 10th,,,Nathan Turner,https://whitewolf.fandom.com/wiki/Nathan_Turner
75,Gangrel,7th,Gareth Strong,"['Randy Zelley (1954)', 'Lester Knife (1983)', 'Pascal']",Tyrus,https://whitewolf.fandom.com/wiki/Tyrus
76,Gangrel,5th,"Odin, The All-High",,Ulfsdottir,https://whitewolf.fandom.com/wiki/Ulfsdottir
77,Gangrel antitribu,unknown,,,Una,https://whitewolf.fandom.com/wiki/Una
78,Probably Gangrel,4th,Gangrel Antediluvian (most likely),,Urlon of Uruk,https://whitewolf.fandom.com/wiki/Urlon_of_Uruk
79,Gangrel,8th,Unknown,,Valborg,https://whitewolf.fandom.com/wiki/Valborg
80,Gangrel,6th,Unknown,,Valgar,https://whitewolf.fandom.com/wiki/Valgar
81,Gangrel,12 th,Felicia Torres,,Oscar Vasquez,https://whitewolf.fandom.com/wiki/Oscar_Vasquez
82,Gangrel,13th,,,Vax,https://whitewolf.fandom.com/wiki/Vax
83,Gangrel,6th,unknown,Unknown childe (Rumored),Viktor,https://whitewolf.fandom.com/wiki/Viktor
